2026-07-18 08:34:53,280 - Starting gate training. Store: cifar100_exp_0.01_Gate_256_42
2026-07-18 08:34:53,280 - Config - LR: 0.001, WD: 0.0001, lambda_ent: 0.01, lambda_bal: 0.05
2026-07-18 08:37:33,516 - [Gate] Epoch 77 | Loss: 1.3467 | Acc: 68.39% | MaxMixProb: 0.9837 | GateLogitStd: 0.8246 | GradNorm: 0.0737
2026-07-18 08:37:35,547 - [Gate] Epoch 78 | Loss: 1.3476 | Acc: 69.31% | MaxMixProb: 0.9835 | GateLogitStd: 0.8222 | GradNorm: 0.0832
2026-07-18 08:37:37,725 - [Gate] Epoch 79 | Loss: 1.3863 | Acc: 66.64% | MaxMixProb: 0.9805 | GateLogitStd: 0.8171 | GradNorm: 0.0978
2026-07-18 08:37:39,849 - [Gate] Epoch 80 | Loss: 1.3522 | Acc: 68.39% | MaxMixProb: 0.9789 | GateLogitStd: 0.8033 | GradNorm: 0.0731
2026-07-18 08:37:41,749 - [Gate] Epoch 81 | Loss: 1.3451 | Acc: 68.29% | MaxMixProb: 0.9816 | GateLogitStd: 0.7969 | GradNorm: 0.0671
2026-07-18 08:37:43,930 - [Gate] Epoch 82 | Loss: 1.3385 | Acc: 69.22% | MaxMixProb: 0.9793 | GateLogitStd: 0.7953 | GradNorm: 0.0758
2026-07-18 08:37:46,026 - [Gate] Epoch 83 | Loss: 1.3527 | Acc: 69.49% | MaxMixProb: 0.9778 | GateLogitStd: 0.8083 | GradNorm: 0.0940
2026-07-18 08:37:48,077 - [Gate] Epoch 84 | Loss: 1.3261 | Acc: 69.59% | MaxMixProb: 0.9783 | GateLogitStd: 0.8056 | GradNorm: 0.0866
2026-07-18 08:37:50,274 - [Gate] Epoch 85 | Loss: 1.3378 | Acc: 69.12% | MaxMixProb: 0.9783 | GateLogitStd: 0.8034 | GradNorm: 0.0813
2026-07-18 08:37:52,385 - [Gate] Epoch 86 | Loss: 1.3688 | Acc: 68.02% | MaxMixProb: 0.9770 | GateLogitStd: 0.8080 | GradNorm: 0.0816
2026-07-18 08:37:54,373 - [Gate] Epoch 87 | Loss: 1.3430 | Acc: 68.57% | MaxMixProb: 0.9816 | GateLogitStd: 0.8054 | GradNorm: 0.0908
2026-07-18 08:37:56,507 - [Gate] Epoch 88 | Loss: 1.3374 | Acc: 69.31% | MaxMixProb: 0.9787 | GateLogitStd: 0.8078 | GradNorm: 0.0662
2026-07-18 08:37:58,536 - [Gate] Epoch 89 | Loss: 1.3345 | Acc: 68.85% | MaxMixProb: 0.9793 | GateLogitStd: 0.8177 | GradNorm: 0.0789
2026-07-18 08:38:00,511 - [Gate] Epoch 90 | Loss: 1.3477 | Acc: 68.76% | MaxMixProb: 0.9806 | GateLogitStd: 0.8184 | GradNorm: 0.0688
2026-07-18 08:38:02,698 - [Gate] Epoch 91 | Loss: 1.3584 | Acc: 67.28% | MaxMixProb: 0.9829 | GateLogitStd: 0.8086 | GradNorm: 0.0864
2026-07-18 08:38:04,808 - [Gate] Epoch 92 | Loss: 1.3765 | Acc: 68.39% | MaxMixProb: 0.9805 | GateLogitStd: 0.8062 | GradNorm: 0.1024
2026-07-18 08:38:06,794 - [Gate] Epoch 93 | Loss: 1.3273 | Acc: 68.57% | MaxMixProb: 0.9783 | GateLogitStd: 0.8174 | GradNorm: 0.0696
2026-07-18 08:38:08,997 - [Gate] Epoch 94 | Loss: 1.3551 | Acc: 69.03% | MaxMixProb: 0.9786 | GateLogitStd: 0.7991 | GradNorm: 0.0867
2026-07-18 08:38:11,023 - [Gate] Epoch 95 | Loss: 1.3747 | Acc: 68.20% | MaxMixProb: 0.9797 | GateLogitStd: 0.8187 | GradNorm: 0.0908
2026-07-18 08:38:13,048 - [Gate] Epoch 96 | Loss: 1.3490 | Acc: 69.03% | MaxMixProb: 0.9800 | GateLogitStd: 0.7940 | GradNorm: 0.0835
2026-07-18 08:38:15,176 - [Gate] Epoch 97 | Loss: 1.3296 | Acc: 68.66% | MaxMixProb: 0.9796 | GateLogitStd: 0.8121 | GradNorm: 0.0782
2026-07-18 08:38:17,182 - [Gate] Epoch 98 | Loss: 1.3686 | Acc: 68.02% | MaxMixProb: 0.9812 | GateLogitStd: 0.8061 | GradNorm: 0.0914
2026-07-18 08:38:19,308 - [Gate] Epoch 99 | Loss: 1.3343 | Acc: 69.86% | MaxMixProb: 0.9815 | GateLogitStd: 0.8160 | GradNorm: 0.0778
